Read.ID,TeamID,EcoplateID,Plate,Day,DayNumber,Sample.ID,Pyruvic.Acid.Methyl.Ester,Tween.40,Tween.80,alpha.Cyclodextrin,Glycogen,D.Cellobiose,alpha.D.Lactose,beta.Methyl.D.Glucoside,D.Xylose,i.Erythritol,D.Mannitol,N.Acetyl.D.Glucosamine,D.Glucosaminic.Acid,Glucose.1.Phosphate,alpha.Glycerol.Phosphate,D.Galactonic.Acid.gamma.Lactone,D.Galacturonic.Acid,X2.Hydroxy.Benzoic.Acid,X4.Hydroxy.Benzoic.Acid,gamma.Hydroxybutyric.Acid,Itaconic.Acid,alpha.Ketobutyric.Acid,D.Malic.Acid,L.Arginine,L.Asparagine,L.Phenylalanine,L.Serine,L.Threonine,Glycyl.L.Glutamic.Acid,Phenylethyl.amine,Putrescine
Team-2_Plate-3_Day-12,W17-2,W17-2-E3,Plate-3,Day-12,12,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-3_Day-12,W17-2,W17-2-E3,Plate-3,Day-12,12,Sample_3,NA,NA,NA,NA,NA,NA,NA,0,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,NA,0.081,NA,NA,NA
Team-2_Plate-3_Day-4,W17-2,W17-2-E3,Plate-3,Day-4,4,Sample_1,0.033,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA,0.049,0.023,0.029,0.008,NA,NA,NA,NA,0.054,0.054,0.095,NA,NA,NA,NA,NA
Team-2_Plate-3_Day-4,W17-2,W17-2-E3,Plate-3,Day-4,4,Sample_2,NA,NA,0.183,0,NA,NA,NA,0.039,NA,NA,0.019,NA,NA,NA,NA,0.065,0.021,0.009,NA,0.019,NA,NA,NA,0.059,0.032,0.021,NA,NA,0.018,NA,NA
Team-2_Plate-3_Day-4,W17-2,W17-2-E3,Plate-3,Day-4,4,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,0.903,NA,NA,NA,NA,0.034,0.033,0.301,1.221,1.336,0.103,NA,NA
Team-2_Plate-3_Day-6,W17-2,W17-2-E3,Plate-3,Day-6,6,Sample_1,0.011,NA,NA,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,0.029,NA,0.023,0.007,NA,NA,NA,NA,0.027,0.015,0.088,NA,NA,NA,NA,NA
Team-2_Plate-3_Day-6,W17-2,W17-2-E3,Plate-3,Day-6,6,Sample_2,NA,0.019,NA,NA,NA,NA,NA,0.054,NA,NA,0.025,NA,NA,NA,NA,0.082,NA,0.016,NA,0.018,NA,NA,NA,0.054,0.01,0.009,NA,NA,NA,NA,NA
Team-2_Plate-3_Day-6,W17-2,W17-2-E3,Plate-3,Day-6,6,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.006,0.005,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,0.025,0.016,NA,NA,0.163,NA,NA,NA
Team-2_Plate-3_Day-8,W17-2,W17-2-E3,Plate-3,Day-8,8,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,0.029,NA,0.022,0.009,NA,NA,NA,NA,0.011,0,0.073,NA,NA,NA,NA,NA
Team-2_Plate-3_Day-8,W17-2,W17-2-E3,Plate-3,Day-8,8,Sample_2,NA,0.006,NA,NA,NA,NA,NA,0.054,NA,NA,0.029,NA,NA,NA,NA,0.072,NA,0.005,NA,0.001,NA,NA,NA,0.055,0.006,0.007,NA,NA,0,NA,NA
Team-2_Plate-3_Day-8,W17-2,W17-2-E3,Plate-3,Day-8,8,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.004,0.114,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,0.014,0.001,0.002,NA,0.129,NA,NA,NA
Team-2_Plate-4_Day-10,W17-2,W17-2-E4,Plate-4,Day-10,10,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-10,W17-2,W17-2-E4,Plate-4,Day-10,10,Sample_2,NA,0.003,0.002,NA,NA,NA,NA,0.016,0.047,0,0.132,NA,NA,NA,NA,0.005,NA,NA,NA,0.043,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-10,W17-2,W17-2-E4,Plate-4,Day-10,10,Sample_3,NA,NA,0.042,NA,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-12,W17-2,W17-2-E4,Plate-4,Day-12,12,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-12,W17-2,W17-2-E4,Plate-4,Day-12,12,Sample_2,NA,0.071,0.016,NA,NA,NA,NA,0.018,0.036,NA,0.041,NA,NA,NA,NA,0.018,NA,NA,NA,0.037,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-12,W17-2,W17-2-E4,Plate-4,Day-12,12,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-4,W17-2,W17-2-E4,Plate-4,Day-4,4,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA
Team-2_Plate-4_Day-4,W17-2,W17-2-E4,Plate-4,Day-4,4,Sample_2,0.027,0.08,0.06,NA,NA,NA,NA,NA,0.101,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-4,W17-2,W17-2-E4,Plate-4,Day-4,4,Sample_3,0.083,0.04,0.023,NA,NA,NA,NA,NA,NA,0.035,0.006,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA,0.104,0.042,0.025,0.014,NA,NA,NA,0.034
Team-2_Plate-4_Day-6,W17-2,W17-2-E4,Plate-4,Day-6,6,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-6,W17-2,W17-2-E4,Plate-4,Day-6,6,Sample_2,NA,0.058,0.05,NA,NA,NA,NA,NA,0.098,NA,0.168,NA,NA,NA,NA,NA,NA,NA,0.013,0.13,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-6,W17-2,W17-2-E4,Plate-4,Day-6,6,Sample_3,0.016,NA,0.051,NA,NA,NA,NA,0,NA,0.02,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.091,NA,0.016,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-8,W17-2,W17-2-E4,Plate-4,Day-8,8,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-8,W17-2,W17-2-E4,Plate-4,Day-8,8,Sample_2,NA,0.035,0.02,NA,NA,NA,NA,NA,0.046,0.018,0.143,NA,NA,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA
Team-2_Plate-4_Day-8,W17-2,W17-2-E4,Plate-4,Day-8,8,Sample_3,NA,NA,0.008,NA,NA,NA,NA,0.051,NA,0.007,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,0.006,NA,0.064,NA,NA,NA,NA,0.002,NA,NA
Team-3_Plate-1_Day-10,W17-3,W17-3-E1,Plate-1,Day-10,10,Sample_1,0.031,0.36,0.124,NA,0.234,0.148,0.578,0.601,0.328,0.204,0.274,0.314,NA,NA,NA,NA,NA,NA,0.129,NA,NA,NA,NA,0.139,NA,NA,0,NA,NA,NA,NA
Team-3_Plate-1_Day-10,W17-3,W17-3-E1,Plate-1,Day-10,10,Sample_2,0.011,0.261,NA,NA,0.137,0.159,0.084,0.195,0.458,0.131,0.204,0.249,NA,NA,NA,0.034,NA,NA,0.037,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-1_Day-10,W17-3,W17-3-E1,Plate-1,Day-10,10,Sample_3,0.385,0.627,0.555,NA,0.745,0.733,0.45,0.662,0.55,0.179,0.749,0.677,0.705,NA,NA,0.231,1.286,NA,0.05,NA,0.066,0.107,0.986,0.218,0.768,0.431,0.101,NA,NA,NA,NA
Team-3_Plate-1_Day-12,W17-3,W17-3-E1,Plate-1,Day-12,12,Sample_1,0.076,0.46,0.232,NA,0.316,0.353,0.759,0.709,0.514,0.35,0.462,0.433,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,0.173,0.053,NA,0.071,NA,NA,NA,NA
Team-3_Plate-1_Day-12,W17-3,W17-3-E1,Plate-1,Day-12,12,Sample_2,0.064,0.524,0.019,0.018,0.326,0.387,0.211,0.324,0.62,0.24,0.382,0.414,NA,NA,NA,0.051,NA,NA,0.074,NA,NA,NA,NA,0.026,NA,NA,0.034,NA,0.015,NA,NA
Team-3_Plate-1_Day-12,W17-3,W17-3-E1,Plate-1,Day-12,12,Sample_3,0.426,0.678,0.707,NA,1.038,0.968,0.837,0.829,0.811,0.318,0.853,0.678,0.721,NA,NA,0.449,1.52,0.019,0.238,NA,0.073,0.324,1.257,0.304,0.847,0.487,0.303,0.015,NA,NA,NA
Team-3_Plate-1_Day-4,W17-3,W17-3-E1,Plate-1,Day-4,4,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-1_Day-4,W17-3,W17-3-E1,Plate-1,Day-4,4,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-1_Day-4,W17-3,W17-3-E1,Plate-1,Day-4,4,Sample_3,0.137,0.115,0.048,NA,0.014,0.037,NA,0.09,0.074,NA,0.001,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,0.072,0.094,0.049,NA,NA,NA,NA,NA
Team-3_Plate-1_Day-6,W17-3,W17-3-E1,Plate-1,Day-6,6,Sample_1,NA,0.034,0.197,NA,NA,NA,0.019,0.261,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-1_Day-6,W17-3,W17-3-E1,Plate-1,Day-6,6,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.044,0.179,0.006,0.001,0.026,NA,NA,NA,0.051,NA,NA,0.097,NA,NA,NA,NA,0.015,NA,NA,NA,NA,0.012,NA,NA
Team-3_Plate-1_Day-6,W17-3,W17-3-E1,Plate-1,Day-6,6,Sample_3,0.244,0.307,0.052,NA,0.301,0.126,NA,0.216,0.121,0.01,0.338,0.12,0.292,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,0.048,0.367,0.112,NA,NA,NA,NA,NA
Team-3_Plate-1_Day-8,W17-3,W17-3-E1,Plate-1,Day-8,8,Sample_1,0.001,0.144,0.231,NA,0.169,0.08,0.531,0.502,0.223,0.155,0.176,0.252,NA,NA,NA,NA,NA,0.009,0.051,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-1_Day-8,W17-3,W17-3-E1,Plate-1,Day-8,8,Sample_2,0.023,0.083,0.013,NA,0.044,0.021,NA,0.099,0.333,0.052,0.108,0.151,NA,NA,NA,0.044,NA,NA,0.256,0.076,NA,NA,NA,0.02,NA,NA,NA,NA,0.037,NA,NA
Team-3_Plate-1_Day-8,W17-3,W17-3-E1,Plate-1,Day-8,8,Sample_3,0.478,0.535,0.374,NA,0.605,0.498,0.19,0.476,0.342,0.106,0.725,0.5,0.724,NA,NA,0.112,0.798,NA,0.016,0.01,0.024,0.015,0.505,0.139,0.727,0.418,0.015,NA,NA,NA,NA
Team-3_Plate-2_Day-10,W17-3,W17-3-E2,Plate-2,Day-10,10,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0.014,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-10,W17-3,W17-3-E2,Plate-2,Day-10,10,Sample_2,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-10,W17-3,W17-3-E2,Plate-2,Day-10,10,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA,0.092,0.052,0.005,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-12,W17-3,W17-3-E2,Plate-2,Day-12,12,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,0,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,0.021,0.085,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-12,W17-3,W17-3-E2,Plate-2,Day-12,12,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-12,W17-3,W17-3-E2,Plate-2,Day-12,12,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA,0.059,0.033,0,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-4,W17-3,W17-3-E2,Plate-2,Day-4,4,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-4,W17-3,W17-3-E2,Plate-2,Day-4,4,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,0.008,0.002,NA,NA,NA,NA,NA,NA,NA,0.184,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-4,W17-3,W17-3-E2,Plate-2,Day-4,4,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,0.066,NA,0.026,0.03,0.012,NA,NA,0.068,0.005,0.06
Team-3_Plate-2_Day-6,W17-3,W17-3-E2,Plate-2,Day-6,6,Sample_1,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-6,W17-3,W17-3-E2,Plate-2,Day-6,6,Sample_2,0.005,NA,NA,NA,NA,NA,NA,0.005,0.018,NA,NA,NA,NA,NA,NA,0.029,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-6,W17-3,W17-3-E2,Plate-2,Day-6,6,Sample_3,NA,0.007,NA,NA,NA,NA,NA,0.04,0.022,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,0.063,NA,0.036,0.022,0.002,NA,NA,0.106,0.064,0.056
Team-3_Plate-2_Day-8,W17-3,W17-3-E2,Plate-2,Day-8,8,Sample_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-8,W17-3,W17-3-E2,Plate-2,Day-8,8,Sample_2,0.067,0.005,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-2_Day-8,W17-3,W17-3-E2,Plate-2,Day-8,8,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.07,0.036,NA,NA,NA,NA,NA,NA,0.084,0.029,NA,0.008,NA,NA,0.063,NA,0.063,0.051,0.026,NA,NA,0.083,NA,0.026
Team-3_Plate-3_Day-10,W17-3,W17-3-E3,Plate-3,Day-10,10,Sample_1,0.436,0.463,0.195,NA,NA,0.388,0.379,0.774,0.44,0.388,0.442,0.374,0.266,NA,NA,0.103,0.395,0.093,0.037,NA,0.122,0.134,0.41,0.187,0.48,0.306,0.456,0.044,NA,NA,0.124
Team-3_Plate-3_Day-10,W17-3,W17-3-E3,Plate-3,Day-10,10,Sample_2,1.068,0.41,0.279,0.165,0.385,0.277,0.041,0.384,0.214,0.391,1.766,0.437,0.045,NA,NA,0.265,1.061,NA,0.208,0.07,NA,NA,0.301,0.02,NA,NA,1.089,NA,0.063,NA,0.013
Team-3_Plate-3_Day-10,W17-3,W17-3-E3,Plate-3,Day-10,10,Sample_3,0.486,0.326,0.323,NA,0.025,0.346,0.005,0.674,NA,0.063,0.212,0.159,0.438,NA,NA,NA,0.147,0.045,0.093,NA,NA,NA,0.154,0.132,0.08,0.087,0.04,NA,NA,NA,NA
Team-3_Plate-3_Day-12,W17-3,W17-3-E3,Plate-3,Day-12,12,Sample_1,0.574,0.624,0.236,NA,0.077,0.487,0.477,0.829,0.642,0.546,0.523,0.411,0.234,NA,NA,0.12,0.6,0.134,0.058,0.011,0.11,0.151,0.439,0.254,0.648,0.266,0.959,NA,NA,NA,0.164
Team-3_Plate-3_Day-12,W17-3,W17-3-E3,Plate-3,Day-12,12,Sample_2,1.393,0.411,0.459,0.028,0.256,0.387,NA,0.545,0.252,0.482,1.814,0.446,0.149,NA,NA,0.465,0.983,NA,0.442,0.047,NA,NA,0.275,0.045,NA,NA,1.257,NA,NA,NA,NA
Team-3_Plate-3_Day-12,W17-3,W17-3-E3,Plate-3,Day-12,12,Sample_3,0.772,0.519,0.649,NA,0.104,0.418,0.141,0.609,0.051,0.17,1.115,0.215,0.365,NA,NA,NA,0.347,0.15,0.207,NA,NA,NA,0.251,0.142,0.133,0.088,0.118,NA,NA,NA,NA
Team-3_Plate-3_Day-4,W17-3,W17-3-E3,Plate-3,Day-4,4,Sample_1,0.132,NA,NA,NA,NA,NA,NA,0.121,0.055,0.038,0.031,0.022,NA,NA,NA,0.019,0.057,0.004,NA,0.009,NA,NA,NA,0.045,0.169,0.008,NA,NA,NA,NA,0.006
Team-3_Plate-3_Day-4,W17-3,W17-3-E3,Plate-3,Day-4,4,Sample_2,0.041,0.159,NA,NA,NA,NA,NA,NA,0.001,0.052,0.604,NA,NA,NA,NA,0.025,0.499,0.038,0.052,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-3_Day-4,W17-3,W17-3-E3,Plate-3,Day-4,4,Sample_3,0.013,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-3_Day-6,W17-3,W17-3-E3,Plate-3,Day-6,6,Sample_1,0.226,0.24,0.049,NA,NA,0.093,NA,0.405,0.188,0.16,0.237,0.24,0.192,NA,NA,0.009,0.133,0.036,NA,NA,NA,0.007,NA,0.075,0.225,0.057,0.017,NA,NA,NA,0.005
Team-3_Plate-3_Day-6,W17-3,W17-3-E3,Plate-3,Day-6,6,Sample_2,0.21,0.066,0.044,NA,0.092,NA,NA,0.072,0.079,0.204,1.842,0.122,NA,NA,NA,0.06,1.084,0.061,0.045,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-3_Day-6,W17-3,W17-3-E3,Plate-3,Day-6,6,Sample_3,0.063,0.214,0.023,NA,NA,NA,NA,0.368,NA,NA,NA,0,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,NA,0.021,NA,NA,NA,NA,NA
Team-3_Plate-3_Day-8,W17-3,W17-3-E3,Plate-3,Day-8,8,Sample_1,0.296,0.422,0.126,NA,NA,0.239,0.185,0.629,0.313,0.263,0.358,0.318,0.216,NA,NA,0.037,0.258,0.074,0.026,NA,0.023,0.031,0.269,0.108,0.332,0.105,0.118,NA,NA,NA,0.1
Team-3_Plate-3_Day-8,W17-3,W17-3-E3,Plate-3,Day-8,8,Sample_2,0.722,0.461,0.396,0.108,0.189,0.11,NA,0.204,0.151,0.141,1.787,0.304,NA,NA,NA,0.129,1.048,0.15,0.256,0.039,NA,NA,0.146,0.002,NA,NA,0.202,NA,NA,NA,NA
Team-3_Plate-3_Day-8,W17-3,W17-3-E3,Plate-3,Day-8,8,Sample_3,0.35,0.536,0.004,NA,NA,0.286,NA,0.598,NA,0.012,0.091,0.115,0.505,NA,NA,NA,0.025,0.009,0.018,NA,NA,NA,NA,0.096,0.03,0.091,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-10,W17-3,W17-3-E4,Plate-4,Day-10,10,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-10,W17-3,W17-3-E4,Plate-4,Day-10,10,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-10,W17-3,W17-3-E4,Plate-4,Day-10,10,Sample_3,0.002,NA,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,0.029,0.022,0.002,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-12,W17-3,W17-3-E4,Plate-4,Day-12,12,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-12,W17-3,W17-3-E4,Plate-4,Day-12,12,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-12,W17-3,W17-3-E4,Plate-4,Day-12,12,Sample_3,NA,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-4,W17-3,W17-3-E4,Plate-4,Day-4,4,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-4,W17-3,W17-3-E4,Plate-4,Day-4,4,Sample_2,NA,0.009,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-4,W17-3,W17-3-E4,Plate-4,Day-4,4,Sample_3,0.049,0.013,NA,NA,NA,NA,NA,0.107,NA,NA,0.02,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.067,0.065,0.013,NA,NA,NA
Team-3_Plate-4_Day-6,W17-3,W17-3-E4,Plate-4,Day-6,6,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-6,W17-3,W17-3-E4,Plate-4,Day-6,6,Sample_2,NA,0.078,0.155,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,0.064,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-6,W17-3,W17-3-E4,Plate-4,Day-6,6,Sample_3,0.025,NA,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,0.045,0.028,0,NA,NA,NA
Team-3_Plate-4_Day-8,W17-3,W17-3-E4,Plate-4,Day-8,8,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-8,W17-3,W17-3-E4,Plate-4,Day-8,8,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-3_Plate-4_Day-8,W17-3,W17-3-E4,Plate-4,Day-8,8,Sample_3,0.005,NA,NA,NA,NA,NA,NA,0.09,0,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,0.014,0.041,0.029,0.014,NA,NA,NA,NA
Team-4_Plate-1_Day-0,W17-4,W17-4-E1,Plate-1,Day-0,0,Sample_1,0.022,0,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,0.336,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA
Team-4_Plate-1_Day-0,W17-4,W17-4-E1,Plate-1,Day-0,0,Sample_2,NA,0.016,0.005,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,0.128,NA,NA,NA,0.027,0.052,NA,NA,NA,0.023,NA,0.001
Team-4_Plate-1_Day-0,W17-4,W17-4-E1,Plate-1,Day-0,0,Sample_3,0.009,NA,NA,NA,0.074,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,0.077,0.007,NA,NA,0.004,NA,NA,NA,0.03,0.074,NA,NA,NA,NA,NA,NA
Team-4_Plate-1_Day-10,W17-4,W17-4-E1,Plate-1,Day-10,10,Sample_1,0.231,0.658,0.295,NA,NA,0.411,0.362,0.366,0.46,0.259,0.637,0.331,0.225,NA,NA,0.062,0.151,NA,0.058,0.008,NA,NA,NA,0.046,0.072,NA,0.214,NA,NA,NA,0.131
Team-4_Plate-1_Day-10,W17-4,W17-4-E1,Plate-1,Day-10,10,Sample_2,NA,0.177,0.029,NA,0.071,0.12,NA,NA,NA,0.424,0.296,NA,NA,NA,NA,0.058,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,0.04,NA,NA
